source_id,source_telescope,disposition,period,period_err_upper,period_err_lower,duration,duration_err_upper,duration_err_lower,transit_midpoint,transit_midpoint_err_upper,transit_midpoint_err_lower,depth,depth_err_upper,depth_err_lower,planet_radius,planet_radius_err_upper,planet_radius_err_lower,equilibrium_temp,insolation_flux,stellar_magnitude,stellar_temp,stellar_temp_err_upper,stellar_temp_err_lower,stellar_radius,stellar_radius_err_upper,stellar_radius_err_lower,stellar_logg,stellar_logg_err_upper,stellar_logg_err_lower,ra,dec,is_outlier
2084.02,TESS,FALSE POSITIVE,8.1490285,0.0001847,-0.0001847,2.3210553,0.3841846,-0.3841846,2458745.410754,0.003461,-0.003461,2850.6795113,246.58076,-246.58076,2.5781465,0.6007387,-0.6007387,441.633629,8.990204,13.3257,3630.0,157.0,-157.0,0.466766,0.0138789,-0.0138789,4.76664,0.006844,-0.006844,259.254539,72.747023,True
2085.01,TESS,CANDIDATE,,,,6.7940415,0.3130823,-0.3130823,2458850.32085,0.003494,-0.003494,1885.160909,172.03181,-172.03181,3.4610442,0.497022,-0.497022,277.6606693,1.4046835,9.8499,5134.0,126.158,-126.158,0.799051,0.0487588,-0.0487588,4.57244,0.0884481,-0.0884481,152.223473,70.394557,True
2086.01,TESS,CANDIDATE,41.7540004,0.0004176,-0.0004176,4.491,0.997,-0.997,2459772.489982,0.007737,-0.007737,820.0,71.1892,-71.1892,2.75297,0.201589,-0.201589,468.0,7.9761,11.316,5337.0,124.039,-124.039,0.91,0.05,-0.05,4.48036,0.0804313,-0.0804313,285.921685,65.785672,True
2086.02,TESS,CANDIDATE,20.261655,9.31e-05,-9.31e-05,2.9685197,0.3882585,-0.3882585,2459662.482575,0.009829,-0.009829,612.9485468,54.577297,-54.577297,2.4206095,0.7309021,-0.7309021,598.3529678,30.2935939,11.316,5337.0,124.039,-124.039,0.914083,0.0509548,-0.0509548,4.48036,0.0804313,-0.0804313,285.921685,65.785672,True
2087.01,TESS,CANDIDATE,,,,16.0960466,0.8324055,-0.8324055,2458709.129054,0.011109,-0.011109,548.082765,69.76123,-69.76123,2.2664482,0.4723192,-0.4723192,423.9008895,7.6309448,10.0537,5647.0,124.03,-124.03,0.953815,0.0489146,-0.0489146,4.48001,0.0787141,-0.0787141,208.052955,75.165261,True
2088.01,TESS,CONFIRMED,124.72987,0.0005675,-0.0005675,7.2967692,0.2877209,-0.2877209,2459517.9957,0.005186,-0.005186,1781.9160024,67.559074,-67.559074,3.5130935,0.4456943,-0.4456943,292.6629465,1.7337719,10.8812,4902.0,123.229,-123.229,0.831423,0.0533367,-0.0533367,4.5026,0.089012,-0.089012,261.374894,75.88228,True
2089.01,TESS,CANDIDATE,49.9950015,0.0004592,-0.0004592,5.109,0.662,-0.662,2459790.282263,0.005033,-0.005033,1080.0,89.8372,-89.8372,2.65286,0.201283,-0.201283,434.0,5.92112,11.5509,5274.27,126.47,-126.47,0.78,0.05,-0.05,4.61038,0.0882557,-0.0882557,267.307163,54.415932,True
209.01,TESS,CANDIDATE,4.3794298,7e-06,-7e-06,1.6639354,0.3168304,-0.3168304,2458325.884839,0.000996,-0.000996,969.6957616,58.59707,-58.59707,2.3149088,1.9252915,-1.9252915,845.782334,120.9359556,10.8545,4892.0,179.0,-179.0,0.742779,0.0504774,-0.0504774,4.50955,2.00346,-2.00346,19.394178,-66.903066,False
2090.01,TESS,CANDIDATE,230.92212,0.0152682,-0.0152682,15.8602661,0.9160727,-0.9160727,2458715.333688,0.011393,-0.011393,284.9247434,38.032257,-38.032257,3.6785805,0.9528093,-0.9528093,459.2148716,10.5095659,8.80613,6395.0,125.712,-125.712,2.1204,0.0945779,-0.0945779,3.89312,0.0877001,-0.0877001,276.394048,64.636881,True
2091.01,TESS,CANDIDATE,177.2188871,0.0077568,-0.0077568,5.5590645,0.7114587,-0.7114587,2458742.87474,0.005435,-0.005435,294.429628,37.251976,-37.251976,2.0323111,1.1323239,-1.1323239,347.4769843,3.4452852,8.1529,5809.0,121.651,-121.651,1.15025,0.0543668,-0.0543668,4.33351,0.0737981,-0.0737981,263.852071,64.380132,True
2092.01,TESS,CANDIDATE,4.3032642,1.31e-05,-1.31e-05,2.5737232,0.2481602,-0.2481602,2458740.668245,0.002049,-0.002049,710.7656808,57.577896,-57.577896,2.66568,0.201109,-0.201109,1042.0,195.793,10.6375,5468.73,114.582,-114.582,1.05,0.05,-0.05,4.37458,0.0792873,-0.0792873,212.547487,45.563868,False
2093.01,TESS,CANDIDATE,53.8108713,0.0002349,-0.0002349,4.2655099,0.4254017,-0.4254017,2458751.624048,0.003413,-0.003413,965.1696621,64.578354,-64.578354,2.2249096,1.1120877,-1.1120877,337.4556203,3.0646979,10.6699,4455.0,125.547,-125.547,0.730261,0.0598493,-0.0598493,4.55621,0.0998748,-0.0998748,302.737523,70.869653,True
2094.01,TESS,CANDIDATE,18.7931749,3.84e-05,-3.84e-05,1.09889,0.3258055,-0.3258055,2458691.319362,0.001444,-0.001444,1844.6985474,175.24152,-175.24152,1.7151271,0.6854407,-0.6854407,297.7046646,1.8563658,12.2669,3457.0,157.0,-157.0,0.376775,0.0112267,-0.0112267,4.84825,0.00178,-0.00178,254.142533,70.027316,True
2095.01,TESS,CONFIRMED,17.664866,4.8e-05,-4.8e-05,2.7644951,0.3830053,-0.3830053,2458692.799727,0.001919,-0.001919,736.3925122,50.7959,-50.7959,1.2984859,0.4881291,-0.4881291,351.2711274,3.5982457,11.0788,3746.0,157.0,-157.0,0.463205,0.0135918,-0.0135918,4.76979,0.0064789,-0.0064789,285.636524,75.418514,True
2095.02,TESS,CONFIRMED,28.1722501,8.85e-05,-8.85e-05,3.3983448,0.4080095,-0.4080095,2458704.29023,0.002405,-0.002405,950.5653623,57.165684,-57.165684,1.4475246,0.5186841,-0.5186841,300.6575117,1.9311199,11.0788,3746.0,157.0,-157.0,0.463205,0.0135918,-0.0135918,4.76979,0.0064789,-0.0064789,285.636524,75.418514,True
2096.01,TESS,CONFIRMED,3.1190716,1.29e-05,-1.29e-05,1.1585974,0.1684635,-0.1684635,2459601.846172,0.003113,-0.003113,2964.5828911,503.0731,-503.0731,1.6229796,0.2075826,-0.2075826,454.5004101,10.0845871,13.4764,3285.0,157.0,-157.0,0.247331,0.0073474,-0.0073474,4.98992,0.014318,-0.014318,151.618699,74.827211,True
2096.02,TESS,CONFIRMED,6.3878202,1.4e-05,-1.4e-05,1.4551851,0.1603285,-0.1603285,2458687.53823,0.001196,-0.001196,5857.0164704,425.97147,-425.97147,2.041471,0.1852531,-0.1852531,357.8973634,3.8775285,13.4764,3285.0,157.0,-157.0,0.247331,0.0073474,-0.0073474,4.98992,0.014318,-0.014318,151.618699,74.827211,True
2097.01,TESS,FALSE POSITIVE,1.7890217,3.63e-05,-3.63e-05,1.9190564,0.4334371,-0.4334371,2458712.393015,0.002287,-0.002287,391.6251669,41.727295,-41.727295,1.6741803,1.1330742,-1.1330742,1237.8242135,554.8261181,11.6685,5264.0,133.906,-133.906,0.791524,0.0447689,-0.0447689,4.59586,0.0840356,-0.0840356,297.393769,66.293958,False
2098.01,TESS,CANDIDATE,,,,12.4131426,0.5851362,-0.5851362,2458756.674319,0.007979,-0.007979,230.8387014,27.625998,-27.625998,2.4661884,0.3647983,-0.3647983,491.7838032,13.8234959,8.20773,7788.0,126.105,-126.105,1.5457799,0.0435377,-0.0435377,4.32577,0.074527,-0.074527,254.455649,68.699581,True
2099.01,TESS,FALSE POSITIVE,19.5078657,0.0001229,-0.0001229,4.603,0.754,-0.754,2459626.670376,0.004069,-0.004069,1770.0,17.4455,-17.4455,3.92839,0.454226,-0.454226,780.0,61.4917,11.2011,4316.0,115.142,-115.142,0.71,0.06,-0.06,4.56,0.0980273,-0.0980273,285.786011,64.230256,True
210.01,TESS,CANDIDATE,9.0105414,9.4e-06,-9.4e-06,1.8443264,0.1136389,-0.1136389,2459338.99312,0.004373,-0.004373,4125.0713,102.422775,-102.422775,2.1513682,0.2008962,-0.2008962,345.2246743,3.3568205,12.5395,3275.0,,,0.330146,0.0099659,-0.0099659,4.438,,,88.96184,-73.985288,True
2100.01,TESS,CANDIDATE,23.6573994,8.07e-05,-8.07e-05,2.308778,0.2835642,-0.2835642,2459605.640236,0.00391,-0.00391,1180.9350567,72.99173,-72.99173,3.0681221,0.7170393,-0.7170393,561.884745,23.5564568,10.8676,5535.0,122.408,-122.408,0.846615,0.0426985,-0.0426985,4.57126,0.0790786,-0.0790786,205.59347,76.647981,True
2101.01,TESS,CANDIDATE,9.0753271,1.93e-05,-1.93e-05,3.6156842,0.1871957,-0.1871957,2458690.4168,0.001483,-0.001483,586.9172699,25.177786,-25.177786,2.5831328,0.3101369,-0.3101369,849.1403218,122.8680194,10.6397,5619.0,133.1,-133.1,0.997589,0.0532186,-0.0532186,4.44,0.08,-0.08,266.13371,54.090971,False
2102.01,TESS,CANDIDATE,6.7060238,1.81e-05,-1.81e-05,1.6782365,0.2638103,-0.2638103,2458687.583784,0.001494,-0.001494,542.9365808,45.642166,-45.642166,2.12647,0.4621417,-0.4621417,808.0950027,100.7791488,11.4106,5292.0,125.791,-125.791,0.807811,0.0452136,-0.0452136,4.58201,0.084333,-0.084333,253.442793,65.293961,False
2102.02,TESS,CANDIDATE,,,,3.3394704,1.8047165,-1.8047165,2459958.470839,0.019503,-0.019503,1474.5340825,186.51894,-186.51894,3.219425,3.801444,-3.801444,213.6889395,0.4927756,11.4106,5292.0,125.791,-125.791,0.807811,0.0452136,-0.0452136,4.58201,0.084333,-0.084333,253.442793,65.293961,False
2103.01,TESS,CANDIDATE,2.6620728,1.19e-05,-1.19e-05,1.7235054,0.1636016,-0.1636016,2459663.746739,0.006218,-0.006218,220.9994213,20.053398,-20.053398,1.2172175,0.9033179,-0.9033179,1031.3932912,267.4349792,10.3366,4884.0,123.5,-123.5,0.799716,0.0531859,-0.0531859,4.54,0.09,-0.09,239.016918,73.07392,False
2103.02,TESS,CANDIDATE,20.2926468,0.0001656,-0.0001656,3.7402567,0.4682981,-0.4682981,2458697.682402,0.006387,-0.006387,319.9395199,37.72366,-37.72366,1.7004976,0.2695093,-0.2695093,524.0644631,17.826244,10.3366,4884.0,123.5,-123.5,0.799716,0.0531859,-0.0531859,4.54,0.09,-0.09,239.016918,73.07392,True
2104.01,TESS,CANDIDATE,3.2723118,9.4e-06,-9.4e-06,1.815,0.243,-0.243,2460336.160755,0.003143,-0.003143,464.0,26.1257,-26.1257,1.46772,0.109967,-0.109967,947.0,133.517,10.0556,4907.0,121.6,-121.6,0.72,0.05,-0.05,4.62,0.09,-0.09,151.612215,83.08784,False
2104.02,TESS,CANDIDATE,5.904369,2.45e-05,-2.45e-05,2.653,0.281,-0.281,2460329.870632,0.003667,-0.003667,351.0,28.7206,-28.7206,1.35959,0.110126,-0.110126,846.0,85.3357,10.0556,4907.0,121.6,-121.6,0.72,0.05,-0.05,4.62,0.09,-0.09,151.612215,83.08784,False
2104.03,TESS,CANDIDATE,15.1808746,8.43e-05,-8.43e-05,2.808,0.667,-0.667,2460335.884786,0.00602,-0.00602,689.0,54.3988,-54.3988,1.86864,0.151508,-0.151508,574.0,18.1396,10.0556,4907.0,121.6,-121.6,0.72,0.05,-0.05,4.62,0.09,-0.09,151.612215,83.08784,False
2104.04,TESS,CANDIDATE,1.9803146,7.3e-06,-7.3e-06,1.66,0.212,-0.212,2460336.943627,0.004058,-0.004058,306.0,22.2215,-22.2215,1.16969,0.0963535,-0.0963535,1160.0,301.491,10.0556,4907.0,121.6,-121.6,0.72,0.05,-0.05,4.62,0.09,-0.09,151.612215,83.08784,False
2104.05,TESS,CANDIDATE,9.56111,8.35e-05,-8.35e-05,3.0128111,0.4246716,-0.4246716,2458687.794321,0.004362,-0.004362,381.556764,47.67415,-47.67415,1.6790876,0.2766555,-0.2766555,643.7214903,40.5800926,10.0556,4907.0,121.6,-121.6,0.723757,0.0465477,-0.0465477,4.62,0.09,-0.09,151.612215,83.08784,False
2105.01,TESS,CANDIDATE,15.9152686,5.44e-05,-5.44e-05,1.1393111,0.4000864,-0.4000864,2459422.272665,0.003864,-0.003864,652.5574248,72.58472,-72.58472,2.2277479,2.4513698,-2.4513698,561.0187018,23.4115602,9.8565,4718.0,121.745,-121.745,0.821067,0.0576634,-0.0576634,4.49012,0.0925532,-0.0925532,181.064438,83.438034,False
2106.01,TESS,FALSE POSITIVE,0.6332593,1.31e-05,-1.31e-05,0.8622011,0.0566515,-0.0566515,2458899.861702,0.000576,-0.000576,1191.4597195,75.69162,-75.69162,5.3027904,3.7474084,-3.7474084,2032.1990726,4030.7512475,9.85649,5590.0,122.048,-122.048,0.976212,0.0483266,-0.0483266,4.45374,0.0788276,-0.0788276,207.178453,44.911752,True
2107.01,TESS,CONFIRMED,2.45457,,,2.39,0.054,-0.054,2458654.61467,0.00051,-0.00051,19250.0,3.89327,-3.89327,14.183,0.745426,-0.745426,1322.0,508.468,11.3819,5565.0,124.9,-124.9,0.97,0.05,-0.05,4.45,0.08,-0.08,286.796541,-58.696835,False
2108.01,TESS,CANDIDATE,6.8019625,0.0007853,-0.0007853,2.9121651,0.1153928,-0.1153928,2459719.380198,0.001498,-0.001498,15465.6374163,493.90906,-493.90906,29.3148832,28.43558,-28.43558,1207.2104771,501.9413628,10.223,6300.0,133.3,-133.3,1.42268,0.0666332,-0.0666332,4.22,0.09,-0.09,247.481601,21.495162,True
2109.01,TESS,CONFIRMED,0.67249,2e-05,-2e-05,1.801,0.125,-0.125,2458984.38888,0.00042,-0.00042,7890.0,2.01878,-2.01878,15.7288,0.739851,-0.739851,3053.0,14429.0,9.78569,6647.0,135.1,-135.1,1.7,0.07,-0.07,4.12,0.09,-0.09,253.186297,16.579915,True
211.01,TESS,CANDIDATE,6.5638575,1.9e-06,-1.9e-06,1.7124147,0.0272481,-0.0272481,2458329.256327,0.000239,-0.000239,2132.1775602,35.989277,-35.989277,7.6270781,1.2824923,-1.2824923,1003.4097296,239.5709931,9.4906,5873.97,102.627,-102.627,1.08871,,,4.35182,0.109989,-0.109989,110.279707,-68.578366,False
2110.01,TESS,FALSE POSITIVE,32.76639,0.00245,-0.00245,6.089,0.782,-0.782,2458687.55509,0.00851,-0.00851,500.0,1.92442,-1.92442,3.20531,0.260256,-0.260256,693.0,38.3962,9.69902,6073.0,134.0,-134.0,1.39,0.07,-0.07,4.21,0.08,-0.08,282.229631,78.568946,True
2111.01,TESS,FALSE POSITIVE,1.2680452,1.9e-06,-1.9e-06,1.027,0.212,-0.212,2460479.42095,0.001406,-0.001406,538.0,44.8627,-44.8627,2.24707,0.158627,-0.158627,1320.0,504.879,9.1597,5477.0,121.4,-121.4,0.95,0.05,-0.05,4.46,0.08,-0.08,260.096376,20.281856,False
2112.01,TESS,CANDIDATE,14.0120582,0.0001565,-0.0001565,5.9348633,0.115317,-0.115317,2459729.804553,0.001511,-0.001511,751.5203056,42.59862,-42.59862,4.4835127,0.2879591,-0.2879591,1091.1652269,335.0295174,7.1776,7184.0,121.9,-121.9,1.58046,0.0573015,-0.0573015,4.25,0.08,-0.08,343.854335,70.29729,False
2112.02,TESS,CANDIDATE,155.8237,0.0019447,-0.0019447,10.641846,0.1249674,-0.1249674,2459856.006624,0.00138,-0.00138,1164.4006092,77.46202,-77.46202,5.5521957,0.3103744,-0.3103744,902.0914695,156.5032302,7.1776,7184.0,121.9,-121.9,1.58046,0.0573015,-0.0573015,4.25,0.08,-0.08,343.854335,70.29729,True
2113.01,TESS,FALSE POSITIVE,5.24612,0.004,-0.004,4.194,0.62,-0.62,2458984.22398,0.00888,-0.00888,1030.0,3.56524,-3.56524,5.61881,1.29107,-1.29107,1220.0,368.522,10.5163,5286.9,691.4,-691.4,1.76,0.39,-0.39,,,,267.354593,40.457105,False
2114.01,TESS,CANDIDATE,6.2099619,6e-06,-6e-06,4.49,0.398,-0.398,2460476.661598,0.000989,-0.000989,4090.0,0.618771,-0.618771,14.369,0.682371,-0.682371,1670.0,1293.02,9.8251,6382.0,131.3,-131.3,2.1,0.1,-0.1,3.9,0.09,-0.09,261.096395,33.205073,False
2115.01,TESS,FALSE POSITIVE,3.6944323,1.83e-05,-1.83e-05,4.915,0.456,-0.456,2460447.794803,0.006258,-0.006258,312.0,13.2984,-13.2984,3.05838,0.152623,-0.152623,2433.0,5824.87,8.29254,8153.0,224.6,-224.6,2.11,0.07,-0.07,4.09,0.08,-0.08,19.595393,63.545086,True
2116.01,TESS,FALSE POSITIVE,5.3089937,2.1e-05,-2.1e-05,5.876,0.52,-0.52,2460644.06098,0.003301,-0.003301,531.0,15.3344,-15.3344,3.29803,0.164169,-0.164169,1883.0,2090.71,9.68129,6927.0,319.6,-319.6,1.65,0.07,-0.07,4.18,0.1,-0.1,23.829473,72.936844,False
2117.01,TESS,FALSE POSITIVE,28.6620782,0.0005842,-0.0005842,4.351,0.338,-0.338,2458971.41863,0.00185,-0.00185,2600.0,109.426,-109.426,12.4971,2.06455,-2.06455,921.0,119.851,9.98272,6280.0,503.0,-503.0,1.72,0.08,-0.08,4.05,0.13,-0.13,25.690461,65.895769,True
2118.01,TESS,FALSE POSITIVE,2.34483,0.00033,-0.00033,1.417,0.353,-0.353,2458956.56894,0.00399,-0.00399,370.0,1.27335,-1.27335,4.2647,0.322806,-0.322806,1367.0,580.577,8.63532,6398.0,126.4,-126.4,2.13,0.09,-0.09,3.89,0.09,-0.09,242.201,35.691135,False
2119.01,TESS,CONFIRMED,7.2008611,1.9e-06,-1.9e-06,2.03,0.121,-0.121,2460442.055186,0.000217,-0.000217,50063.0,5514.49,-5514.49,12.0629,0.774635,-0.774635,491.0,9.67439,10.3978,3606.0,157.0,-157.0,0.5,0.01,-0.01,4.74,0.01,-0.01,244.429882,26.304211,True
212.01,TESS,CANDIDATE,0.3352715,8e-07,-8e-07,0.7189856,0.0068189,-0.0068189,2458325.490344,3.9e-05,-3.9e-05,19687.8213975,187.4783,-187.4783,4.4688,0.776006,-0.776006,2623.6739175,11198.5149308,12.5595,3332.0,63.0,-63.0,0.3,0.05,-0.05,4.94964,0.399131,-0.399131,22.550024,-59.583246,True
2120.01,TESS,CONFIRMED,5.7998189,1.4e-05,-1.4e-05,1.014374,0.1012109,-0.1012109,2458795.822874,0.000997,-0.000997,8567.3390223,1317.3026,-1317.3026,2.6346124,0.3922637,-0.3922637,354.6027378,3.7367095,12.8233,3179.0,157.0,-157.0,0.240233,0.0072819,-0.0072819,4.99978,0.0153626,-0.0153626,23.507315,65.513988,True
2121.01,TESS,CANDIDATE,2.3195654,3.47e-05,-3.47e-05,2.0259086,0.0318616,-0.0318616,2459718.98744,0.001822,-0.001822,19508.6953576,290.3744,-290.3744,12.4030722,2.5790782,-2.5790782,953.6736208,195.4879901,11.9441,4325.66,44.2312,-44.2312,0.628365,0.0575012,-0.0575012,4.438,,,263.944366,36.196492,False
2122.01,TESS,CONFIRMED,3.5852284,3.3e-06,-3.3e-06,3.0197224,0.044762,-0.044762,2459767.525934,0.001042,-0.001042,16909.228538,202.52211,-202.52211,14.5431829,0.7277281,-0.7277281,1233.5328348,547.1719916,12.658,5852.0,126.792,-126.792,1.06725,0.0521709,-0.0521709,4.40684,0.0787424,-0.0787424,264.27351,25.731147,False
2123.01,TESS,CANDIDATE,10.3088514,3.34e-05,-3.34e-05,3.8012836,0.1978481,-0.1978481,2458990.815776,0.00144,-0.00144,2122.245998,143.40858,-143.40858,4.0217464,0.456746,-0.456746,729.1224998,66.7917777,9.5373,5432.0,127.165,-127.165,0.843702,0.0455954,-0.0455954,4.56341,0.0781863,-0.0781863,243.940883,17.023904,False
2124.01,TESS,CONFIRMED,3.5539283,2.1e-06,-2.1e-06,3.6341388,0.0250661,-0.0250661,2459767.927156,0.000383,-0.000383,9368.3887704,55.471012,-55.471012,21.2028076,1.1076765,-1.1076765,1761.6794429,2276.2950187,11.1116,6184.0,138.383,-138.383,2.0085199,0.104535,-0.104535,3.9042,0.0873166,-0.0873166,268.304336,37.21174,False
2125.01,TESS,CONFIRMED,5.0316347,2.4e-06,-2.4e-06,5.265,0.234,-0.234,2460505.171214,0.000391,-0.000391,4912.0,34.6008,-34.6008,15.3999,0.707425,-0.707425,1656.0,1248.65,10.1213,6350.0,133.7,-133.7,2.16,0.1,-0.1,3.87,0.08,-0.08,267.640491,36.570176,False
2126.01,TESS,CONFIRMED,1.306188,3e-07,-3e-07,1.4177746,0.0074706,-0.0074706,2459391.063502,0.000216,-0.000216,24746.2794438,145.69313,-145.69313,16.758883,1.2310016,-1.2310016,1443.2894048,1025.5021895,11.7213,5489.0,139.399,-139.399,0.820181,0.0486935,-0.0486935,4.59342,0.0885229,-0.0885229,268.029111,37.546327,True
2127.01,TESS,CONFIRMED,5.5080682,7.17e-05,-7.17e-05,2.6399995,0.0344365,-0.0344365,2458983.744992,0.000385,-0.000385,21584.7573167,193.81427,-193.81427,10.7299795,0.7361982,-0.7361982,768.0533689,82.2406616,11.733,4790.0,117.624,-117.624,0.740113,0.0496683,-0.0496683,4.58765,0.0884501,-0.0884501,256.346376,33.012325,False
2128.01,TESS,CONFIRMED,16.3413889,0.0001279,-0.0001279,5.3764481,0.266067,-0.266067,2458987.266354,0.003391,-0.003391,372.0970618,23.872057,-23.872057,2.629079,0.1474621,-0.1474621,777.2060824,86.231465,6.6813,5991.11,101.692,-101.692,1.12506,0.042211,-0.042211,4.37711,0.0725906,-0.0725906,256.9818,32.105303,True
2129.01,TESS,CONFIRMED,4.627664,5.5e-06,-5.5e-06,2.306,0.228,-0.228,2459762.100336,0.000422,-0.000422,6190.0,43.3954,-43.3954,14.3694,1.29133,-1.29133,1581.0,1038.78,9.54417,6727.6,123.7,-123.7,1.55,0.07,-0.07,4.22,0.09,-0.09,260.116172,38.242168,False
213.01,TESS,CANDIDATE,23.5199045,6.22e-05,-6.22e-05,3.222,0.919,-0.919,2460177.887219,0.003301,-0.003301,1243.0,89.763,-89.763,2.30502,0.206315,-0.206315,500.0,10.453,9.7806,4566.4,64.0,-64.0,0.67,0.05,-0.05,4.93,0.12,-0.12,38.887291,-71.624247,True
213.02,TESS,CANDIDATE,7.7565534,2.86e-05,-2.86e-05,2.4341043,0.2743613,-0.2743613,2458328.442759,0.00276,-0.00276,286.2558604,33.037277,-33.037277,1.1359985,1.1623749,-1.1623749,629.8978948,37.2050274,9.7806,4566.4,64.0,-64.0,0.672062,0.0515351,-0.0515351,4.93,0.12,-0.12,38.887291,-71.624247,False
2130.01,TESS,CONFIRMED,5.0052605,7.1e-06,-7.1e-06,4.9057646,0.0494397,-0.0494397,2459010.827728,0.000605,-0.000605,7641.404098,82.416824,-82.416824,13.6314528,0.5997112,-0.5997112,1333.3240765,746.902456,11.0269,6115.0,128.697,-128.697,1.46701,0.0633166,-0.0633166,4.16703,0.0816443,-0.0816443,271.537672,26.426606,False
2131.01,TESS,CONFIRMED,1.8468345,1.5e-06,-1.5e-06,2.565,0.036,-0.036,2460338.136034,0.000602,-0.000602,13237.0,222.632,-222.632,16.4012,0.862733,-0.862733,1825.0,1845.3,10.1058,6352.0,144.2,-144.2,1.36,0.07,-0.07,4.27,0.09,-0.09,278.631741,35.661431,False
2132.01,TESS,CONFIRMED,3.2440454,5.4e-06,-5.4e-06,3.6774272,0.0339991,-0.0339991,2459391.154184,0.000457,-0.000457,15011.9381969,235.3968,-235.3968,21.0498466,1.2848113,-1.2848113,1428.2108779,983.3097556,10.2025,5703.0,99.1,-99.1,1.38951,0.0603015,-0.0603015,4.16,0.07,-0.07,283.305449,24.127248,False
2133.01,TESS,CANDIDATE,3.8266587,1.59e-05,-1.59e-05,2.0605848,0.3131138,-0.3131138,2458985.882828,0.00124,-0.00124,1181.8154296,93.22662,-93.22662,2.4536347,1.5022432,-1.5022432,765.3931102,81.1071602,10.8571,4175.0,123.3,-123.3,0.716312,0.0671683,-0.0671683,4.54,0.11,-0.11,261.243831,32.798397,False
2134.01,TESS,CONFIRMED,9.2292078,5.6e-06,-5.6e-06,2.817,0.313,-0.313,2460496.590963,0.000441,-0.000441,1606.0,20.3972,-20.3972,3.21883,0.268606,-0.268606,690.0,37.6631,7.7945,4406.0,123.336,-123.336,0.77,0.06,-0.06,4.50428,0.0980128,-0.0980128,271.935501,39.072927,False
2134.02,TESS,CONFIRMED,95.8531625,3.29e-05,-3.29e-05,5.024,0.159,-0.159,2460485.79438,0.000336,-0.000336,5975.0,71.9695,-71.9695,5.95763,0.497263,-0.497263,356.0,2.69104,7.7945,4406.0,123.336,-123.336,0.77,0.06,-0.06,4.50428,0.0980128,-0.0980128,271.935501,39.072927,True
2135.01,TESS,CONFIRMED,2.7884723,1e-06,-1e-06,2.9462464,0.0178283,-0.0178283,2459414.394742,0.000251,-0.000251,14467.6854046,72.36582,-72.36582,13.9432645,0.7793897,-0.7793897,1377.4020358,850.6754194,11.3998,5833.0,144.943,-144.943,1.12956,0.0628719,-0.0628719,4.35385,0.0853583,-0.0853583,274.405533,36.621462,False
2136.01,TESS,CONFIRMED,7.8519082,3.67e-05,-3.67e-05,1.6318726,0.2721165,-0.2721165,2459394.593726,0.002156,-0.002156,3873.9591492,266.78912,-266.78912,2.1705803,0.5446732,-0.5446732,379.2777558,4.8904688,11.7371,3384.0,157.0,-157.0,0.34388,0.0103308,-0.0103308,4.87998,0.0008348,-0.0008348,281.176343,36.563132,True
2137.01,TESS,CANDIDATE,14.1502269,2.73e-05,-2.73e-05,3.8264451,0.043275,-0.043275,2459393.08477,0.000581,-0.000581,41358.8663923,416.6034,-416.6034,18.6317683,1.2525848,-1.2525848,617.9412206,34.4595552,12.2186,4882.0,123.99,-123.99,0.873952,0.0582613,-0.0582613,4.45655,0.0865848,-0.0865848,274.143956,34.173012,True
2138.01,TESS,FALSE POSITIVE,1.4821845,7e-07,-7e-07,2.5956827,0.0258499,-0.0258499,2458684.221959,0.000185,-0.000185,16269.2562793,140.9483,-140.9483,27.5079498,6.821365,-6.821365,2029.0310837,4005.675856,12.5466,6835.31,137.219,-137.219,1.31284,0.0728443,-0.0728443,4.37191,0.0939989,-0.0939989,281.6619,41.56002,True
2139.01,TESS,CONFIRMED,1.4013784,9e-07,-9e-07,1.7042715,0.0216571,-0.0216571,2459768.65359,0.000324,-0.000324,19735.2001267,226.22255,-226.22255,13.9977478,0.9058741,-0.9058741,1403.6558119,917.4100949,12.4197,4984.0,124.134,-124.134,0.934977,0.0597739,-0.0597739,4.41028,0.0852564,-0.0852564,267.284885,29.879043,False
214.01,TESS,CANDIDATE,18.5537012,2.93e-05,-2.93e-05,3.438,0.519,-0.519,2460154.945542,0.001703,-0.001703,448.0,12.2195,-12.2195,1.57606,0.102251,-0.102251,623.0,25.0891,8.0089,5346.2,141.5,-141.5,0.8,0.05,-0.05,4.6,0.09,-0.09,99.458741,-70.931327,True
214.02,TESS,CANDIDATE,9.695961,4.61e-05,-4.61e-05,2.772,0.948,-0.948,2460174.709658,0.005693,-0.005693,122.0,10.9414,-10.9414,0.808552,0.0723759,-0.0723759,794.0,66.2914,8.0089,5346.2,141.5,-141.5,0.8,0.05,-0.05,4.6,0.09,-0.09,99.458741,-70.931327,False
2140.01,TESS,CONFIRMED,2.4706114,6e-07,-6e-07,1.794486,0.0082522,-0.0082522,2459012.510963,9.4e-05,-9.4e-05,14310.7159758,72.29766,-72.29766,13.7703405,0.5475148,-0.5475148,1363.7991993,817.5658193,10.854,5854.0,101.6,-101.6,1.01613,0.0402412,-0.0402412,4.45,0.07,-0.07,286.808526,49.316421,False
