source_id,source_telescope,disposition,period,period_err_upper,period_err_lower,duration,duration_err_upper,duration_err_lower,transit_midpoint,transit_midpoint_err_upper,transit_midpoint_err_lower,depth,depth_err_upper,depth_err_lower,planet_radius,planet_radius_err_upper,planet_radius_err_lower,equilibrium_temp,insolation_flux,stellar_magnitude,stellar_temp,stellar_temp_err_upper,stellar_temp_err_lower,stellar_radius,stellar_radius_err_upper,stellar_radius_err_lower,stellar_logg,stellar_logg_err_upper,stellar_logg_err_lower,ra,dec
K00752.01,KOI,CONFIRMED,9.48803557,2.775e-05,-2.775e-05,2.9575,0.0819,-0.0819,170.53875,0.00216,-0.00216,615.8,19.5,-19.5,2.26,0.26,-0.15,793.0,93.59,15.347,5455.0,81.0,-81.0,0.927,0.105,-0.061,4.467,0.064,-0.096,291.93423,48.141651
K00752.02,KOI,CONFIRMED,54.4183827,0.0002479,-0.0002479,4.507,0.116,-0.116,162.51384,0.00352,-0.00352,874.8,35.5,-35.5,2.83,0.32,-0.19,443.0,9.11,15.347,5455.0,81.0,-81.0,0.927,0.105,-0.061,4.467,0.064,-0.096,291.93423,48.141651
K00753.01,KOI,CANDIDATE,19.89913995,1.494e-05,-1.494e-05,1.7822,0.0341,-0.0341,175.850252,0.000581,-0.000581,10829.0,171.0,-171.0,14.6,3.92,-1.31,638.0,39.3,15.436,5853.0,158.0,-176.0,0.868,0.233,-0.078,4.544,0.044,-0.176,297.00482,48.134129
K00754.01,KOI,FALSE POSITIVE,1.736952453,2.63e-07,-2.63e-07,2.40641,0.00537,-0.00537,170.307565,0.000115,-0.000115,8079.2,12.8,-12.8,33.46,8.5,-2.83,1395.0,891.96,15.597,5805.0,157.0,-174.0,0.791,0.201,-0.067,4.564,0.053,-0.168,285.53461,48.28521
K00755.01,KOI,CONFIRMED,2.525591777,3.761e-06,-3.761e-06,1.6545,0.042,-0.042,171.59555,0.00113,-0.00113,603.3,16.9,-16.9,2.75,0.88,-0.35,1406.0,926.16,15.509,6031.0,169.0,-211.0,1.046,0.334,-0.133,4.438,0.07,-0.21,288.75488,48.2262
K00756.01,KOI,CONFIRMED,11.09432054,2.036e-05,-2.036e-05,4.5945,0.061,-0.061,171.20116,0.00141,-0.00141,1517.5,24.2,-24.2,3.9,1.27,-0.42,835.0,114.81,15.714,6046.0,189.0,-232.0,0.972,0.315,-0.105,4.486,0.054,-0.229,296.28613,48.22467
K00756.02,KOI,CONFIRMED,4.13443512,1.046e-05,-1.046e-05,3.1402,0.0673,-0.0673,172.97937,0.0019,-0.0019,686.0,18.7,-18.7,2.77,0.9,-0.3,1160.0,427.65,15.714,6046.0,189.0,-232.0,0.972,0.315,-0.105,4.486,0.054,-0.229,296.28613,48.22467
K00756.03,KOI,CONFIRMED,2.56658897,1.781e-05,-1.781e-05,2.429,0.165,-0.165,179.55437,0.00461,-0.00461,226.5,16.8,-16.8,1.59,0.52,-0.17,1360.0,807.74,15.714,6046.0,189.0,-232.0,0.972,0.315,-0.105,4.486,0.054,-0.229,296.28613,48.22467
K00114.01,KOI,FALSE POSITIVE,7.36178958,2.128e-05,-2.128e-05,5.022,0.136,-0.136,132.25053,0.00253,-0.00253,233.7,5.8,-5.8,39.21,6.45,-9.67,1342.0,767.22,12.66,6227.0,111.0,-124.0,1.958,0.322,-0.483,3.986,0.182,-0.098,298.86435,42.151569
K00757.01,KOI,CONFIRMED,16.06864674,1.088e-05,-1.088e-05,3.5347,0.0241,-0.0241,173.621937,0.000517,-0.000517,4914.3,33.3,-33.3,5.76,0.22,-0.49,600.0,30.75,15.841,5031.0,75.0,-83.0,0.848,0.033,-0.072,4.485,0.083,-0.028,286.99948,48.37579
K00001.01,KOI,CONFIRMED,2.470613377,2.7e-08,-2.7e-08,1.74319,0.00107,-0.00107,122.763305,8.7e-06,-8.7e-06,14231.0,4.2,-4.2,13.04,0.51,-0.51,1339.0,761.46,11.338,5820.0,78.0,-78.0,0.964,0.038,-0.038,4.457,0.024,-0.024,286.80847,49.316399
K00002.01,KOI,CONFIRMED,2.204735417,4.3e-08,-4.3e-08,3.88864,0.00203,-0.00203,121.3585417,1.6e-05,-1.6e-05,6674.7,1.7,-1.7,16.1,0.81,-0.91,2048.0,4148.92,10.463,6440.0,76.0,-89.0,1.952,0.099,-0.11,4.019,0.033,-0.027,292.24728,47.969521
K00010.01,KOI,CONFIRMED,3.522498429,1.98e-07,-1.98e-07,3.19843,0.00653,-0.00653,121.1194228,4.71e-05,-4.71e-05,9145.7,6.6,-6.6,14.59,1.11,-1.11,1521.0,1264.67,13.563,6225.0,112.0,-137.0,1.451,0.11,-0.11,4.169,0.055,-0.045,281.28812,42.45108
K00112.02,KOI,CONFIRMED,3.709214104,6.536e-06,-6.536e-06,2.6302,0.0427,-0.0427,133.98318,0.00143,-0.00143,131.1,3.0,-3.0,1.16,0.17,-0.12,1206.0,500.46,12.772,5833.0,105.0,-117.0,1.022,0.143,-0.107,4.407,0.085,-0.114,295.64871,48.49556
K00742.01,KOI,FALSE POSITIVE,11.521446064,1.98e-06,-1.98e-06,3.6399,0.0114,-0.0114,170.839688,0.000131,-0.000131,17984.0,31.9,-31.9,150.51,39.76,-13.31,753.0,75.88,15.472,5795.0,155.0,-172.0,0.848,0.224,-0.075,4.554,0.033,-0.176,297.07993,47.597401
K00743.01,KOI,FALSE POSITIVE,19.40393776,2.068e-05,-2.068e-05,12.2155,0.0598,-0.0598,172.484253,0.000842,-0.000842,8918.7,53.3,-53.3,7.18,0.76,-0.68,523.0,17.69,15.487,5043.0,151.0,-151.0,0.68,0.072,-0.065,4.591,0.072,-0.048,289.25821,47.635319
K00744.01,KOI,FALSE POSITIVE,19.221388942,1.123e-06,-1.123e-06,4.79843,0.00235,-0.00235,184.5521637,4.5e-05,-4.5e-05,74284.0,21.9,-21.9,49.29,16.03,-5.0,698.0,55.97,15.341,6117.0,182.0,-200.0,0.947,0.308,-0.096,4.496,0.052,-0.208,295.81454,47.69035
K00745.01,KOI,FALSE POSITIVE,16.46983774,1.361e-05,-1.361e-05,9.4378,0.06,-0.06,180.881761,0.000623,-0.000623,10479.0,39.9,-39.9,7.94,0.89,-0.89,595.0,29.61,15.788,5152.0,168.0,-153.0,0.786,0.088,-0.088,4.517,0.088,-0.072,297.15442,47.668701
K00746.01,KOI,CONFIRMED,9.27358173,1.037e-05,-1.037e-05,3.2875,0.0309,-0.0309,173.258155,0.000877,-0.000877,1288.3,16.8,-16.8,2.47,0.2,-0.24,649.0,41.85,15.302,4856.0,131.0,-146.0,0.696,0.056,-0.068,4.583,0.065,-0.035,288.13824,47.724449
K00747.01,KOI,CONFIRMED,6.02930329,5.509e-06,-5.509e-06,1.5821,0.0311,-0.0311,171.602959,0.000713,-0.000713,1912.7,34.4,-34.4,2.85,0.26,-0.15,678.0,50.04,15.784,4537.0,123.0,-123.0,0.672,0.062,-0.036,4.648,0.02,-0.056,283.71088,47.86327
K00748.01,KOI,FALSE POSITIVE,2.696370652,7.534e-06,-7.534e-06,3.6129,0.0686,-0.0686,170.73769,0.00234,-0.00234,397.9,9.5,-9.5,1.58,0.13,-0.16,1066.0,305.34,15.269,4989.0,149.0,-149.0,0.819,0.067,-0.082,4.504,0.09,-0.06,283.76547,47.804298
K00749.01,KOI,CONFIRMED,5.349553819,8.834e-06,-8.834e-06,3.0278,0.0471,-0.0471,171.80694,0.00127,-0.00127,831.0,14.8,-14.8,2.55,0.16,-0.24,919.0,168.99,15.416,5185.0,85.0,-77.0,0.91,0.057,-0.086,4.44,0.098,-0.045,292.37613,47.880989
K00749.02,KOI,CONFIRMED,3.94105221,1.094e-05,-1.094e-05,2.5984,0.0737,-0.0737,136.08662,0.00233,-0.00233,363.3,13.9,-13.9,1.7,0.11,-0.16,1018.0,253.15,15.416,5185.0,85.0,-77.0,0.91,0.057,-0.086,4.44,0.098,-0.045,292.37613,47.880989
K00749.03,KOI,CONFIRMED,8.10904807,6.787e-05,-6.787e-05,3.596,0.198,-0.198,132.8031,0.00716,-0.00716,217.4,16.8,-16.8,1.3,0.09,-0.12,800.0,97.03,15.416,5185.0,85.0,-77.0,0.91,0.057,-0.086,4.44,0.098,-0.045,292.37613,47.880989
K00113.01,KOI,FALSE POSITIVE,386.6030528,0.0001369,-0.0001369,6.8057,0.0184,-0.0184,166.342079,0.000299,-0.000299,24927.0,45.8,-45.8,41.5,1.68,-1.68,297.0,1.84,12.394,5543.0,79.0,-79.0,1.58,0.064,-0.064,4.081,0.014,-0.014,292.27374,37.671558
K00750.01,KOI,CONFIRMED,21.67699193,7.01e-05,-7.01e-05,3.4555,0.0656,-0.0656,171.53594,0.00258,-0.00258,857.2,27.1,-27.1,2.95,0.12,-0.23,530.0,18.64,15.377,4954.0,79.0,-79.0,0.828,0.032,-0.065,4.5,0.075,-0.02,290.46512,47.92918
K00751.01,KOI,CONFIRMED,4.99677968,1.389e-05,-1.389e-05,2.1717,0.0762,-0.0762,171.74208,0.00219,-0.00219,934.7,39.7,-39.7,2.78,0.52,-0.23,917.0,166.95,15.861,5339.0,175.0,-159.0,0.847,0.161,-0.069,4.552,0.034,-0.136,297.80826,47.946671
K00769.01,KOI,CONFIRMED,4.280963604,6.141e-06,-6.141e-06,2.875,0.042,-0.042,171.89659,0.00115,-0.00115,750.8,14.1,-14.1,2.3,0.58,-0.19,1012.0,247.87,15.356,5644.0,152.0,-169.0,0.831,0.207,-0.069,4.564,0.032,-0.168,294.26581,49.314091
K00770.01,KOI,FALSE POSITIVE,1.50635409,4.7e-07,-4.7e-07,1.5155,0.0483,-0.0483,170.998064,0.000246,-0.000246,2211.7,18.3,-18.3,4.53,1.01,-0.44,1452.0,1054.12,15.525,5714.0,155.0,-172.0,0.831,0.186,-0.08,4.563,0.04,-0.16,295.66522,49.351009
K00771.01,KOI,FALSE POSITIVE,670.645531,0.001237,-0.001237,53.412,0.131,-0.131,209.04355,0.00157,-0.00157,18091.0,33.5,-33.5,14.14,2.13,-0.71,196.0,0.35,15.207,5520.0,100.0,-111.0,0.983,0.148,-0.049,4.466,0.032,-0.12,296.69861,49.316479
K00772.01,KOI,FALSE POSITIVE,61.2563628,0.000156,-0.000156,7.633,0.105,-0.105,173.83826,0.00209,-0.00209,5123.3,70.6,-70.6,39.87,12.79,-5.48,505.0,15.43,15.25,6144.0,184.0,-220.0,1.091,0.35,-0.15,4.402,0.072,-0.217,283.72592,49.479519
K00773.01,KOI,CONFIRMED,38.3775486,0.0001602,-0.0001602,5.588,0.113,-0.113,172.82048,0.00338,-0.00338,724.2,23.4,-23.4,2.82,0.37,-0.34,529.0,18.53,15.172,5481.0,82.0,-74.0,1.036,0.138,-0.124,4.369,0.121,-0.099,291.72202,49.480869
K00757.02,KOI,CONFIRMED,41.19725502,9.345e-05,-9.345e-05,4.6297,0.0633,-0.0633,165.00404,0.00171,-0.00171,2213.9,45.5,-45.5,3.86,0.15,-0.33,439.0,8.76,15.841,5031.0,75.0,-83.0,0.848,0.033,-0.072,4.485,0.083,-0.028,286.99948,48.37579
K00757.03,KOI,CONFIRMED,6.252962249,9.577e-06,-9.577e-06,2.5819,0.0426,-0.0426,171.30126,0.00117,-0.00117,1036.9,24.5,-24.5,2.65,0.1,-0.23,823.0,108.3,15.841,5031.0,75.0,-83.0,0.848,0.033,-0.072,4.485,0.083,-0.028,286.99948,48.37579
K00758.01,KOI,CONFIRMED,16.01308419,4.854e-05,-4.854e-05,3.2554,0.0791,-0.0791,176.3608,0.00243,-0.00243,1121.9,39.4,-39.4,3.1,0.34,-0.31,593.0,29.31,15.39,5015.0,164.0,-149.0,0.826,0.091,-0.082,4.499,0.092,-0.115,297.02563,48.478588
K00759.01,KOI,CONFIRMED,32.62876672,5.801e-05,-5.801e-05,4.7971,0.058,-0.058,194.1019,0.00138,-0.00138,1804.8,25.4,-25.4,3.36,0.76,-0.33,506.0,15.55,15.082,5586.0,152.0,-152.0,0.798,0.181,-0.077,4.56,0.05,-0.15,285.71854,48.505859
K00759.02,KOI,CONFIRMED,91.7732862,0.0007518,-0.0007518,6.473,0.204,-0.204,193.8378,0.00643,-0.00643,652.0,36.2,-36.2,2.12,0.48,-0.21,359.0,3.92,15.082,5586.0,152.0,-152.0,0.798,0.181,-0.077,4.56,0.05,-0.15,285.71854,48.505859
K00760.01,KOI,CONFIRMED,4.959319244,5.15e-07,-5.15e-07,2.22739,0.0075,-0.0075,172.2585292,8.27e-05,-8.27e-05,9802.0,20.0,-20.0,12.21,1.96,-1.46,1103.0,349.4,15.263,5712.0,77.0,-77.0,1.082,0.173,-0.13,4.359,0.11,-0.11,292.16705,48.727589
K00761.01,KOI,FALSE POSITIVE,2.701287801,5.634e-06,-5.634e-06,3.3827,0.0892,-0.0892,170.69579,0.00164,-0.00164,860.4,20.9,-20.9,6.54,1.64,-0.75,1222.0,527.81,15.54,5550.0,182.0,-182.0,0.91,0.228,-0.105,4.468,0.091,-0.169,297.92365,48.777321
K00762.01,KOI,CONFIRMED,4.49876511,1.777e-05,-1.777e-05,3.7362,0.0934,-0.0934,171.34905,0.003,-0.003,460.0,17.5,-17.5,2.1,0.65,-0.22,1133.0,389.62,15.395,6075.0,189.0,-210.0,0.969,0.3,-0.1,4.486,0.052,-0.208,298.45685,48.791592
K00763.01,KOI,FALSE POSITIVE,19.651209505,5.862e-06,-5.862e-06,5.2514,0.0179,-0.0179,179.401981,0.000249,-0.000249,11766.0,27.7,-27.7,12.42,3.92,-1.69,730.0,67.03,15.536,6074.0,168.0,-210.0,1.063,0.336,-0.144,4.391,0.09,-0.21,291.0939,48.933842
K00115.01,KOI,CONFIRMED,5.412203927,3.052e-06,-3.052e-06,2.9472,0.024,-0.024,133.143089,0.000468,-0.000468,601.6,4.0,-4.0,2.94,0.43,-0.38,1093.0,337.68,12.791,5779.0,104.0,-115.0,1.087,0.157,-0.142,4.339,0.132,-0.108,287.88733,46.276241
K00764.01,KOI,CONFIRMED,41.43958662,7.557e-05,-7.557e-05,10.5989,0.088,-0.088,208.93203,0.00142,-0.00142,2793.1,22.6,-22.6,5.5,1.57,-0.96,516.0,16.72,15.4,5468.0,180.0,-164.0,1.046,0.297,-0.183,4.367,0.153,-0.187,295.55505,49.017342
K00765.01,KOI,CONFIRMED,8.35389523,1.524e-05,-1.524e-05,2.2514,0.0518,-0.0518,171.63257,0.00133,-0.00133,1041.6,28.2,-28.2,2.52,0.54,-0.24,790.0,91.9,15.317,5592.0,152.0,-152.0,0.787,0.169,-0.073,4.582,0.036,-0.144,285.49924,49.277351
K00766.01,KOI,CONFIRMED,4.125543472,3.133e-06,-3.133e-06,3.1744,0.0362,-0.0362,169.752585,0.000613,-0.000613,1487.3,13.3,-13.3,4.43,1.44,-0.51,1243.0,565.35,15.506,6174.0,173.0,-239.0,1.103,0.358,-0.128,4.417,0.056,-0.21,291.93616,49.253979
K00767.01,KOI,CONFIRMED,2.816504904,1.65e-07,-1.65e-07,2.50587,0.00666,-0.00666,170.9676846,4.66e-05,-4.66e-05,16814.0,11.0,-11.0,12.21,1.62,-0.87,1219.0,521.13,15.052,5532.0,74.0,-83.0,0.955,0.127,-0.068,4.452,0.063,-0.108,297.01547,49.225288
K00768.01,KOI,FALSE POSITIVE,33.93373447,6.154e-05,-6.154e-05,14.561,0.104,-0.104,186.67608,0.00137,-0.00137,8503.7,44.3,-44.3,7.34,0.9,-0.6,430.0,8.11,15.716,5040.0,136.0,-151.0,0.705,0.086,-0.058,4.628,0.03,-0.07,284.17233,49.360722
K00786.01,KOI,CONFIRMED,3.689920099,8.982e-06,-8.982e-06,2.6557,0.0677,-0.0677,170.36571,0.00191,-0.00191,426.7,13.8,-13.8,1.89,0.54,-0.2,1147.0,408.99,15.242,5880.0,157.0,-192.0,0.917,0.262,-0.098,4.518,0.046,-0.196,291.62241,50.61824
K00787.01,KOI,CONFIRMED,4.431238488,6.106e-06,-6.106e-06,3.15,0.0423,-0.0423,171.015,0.00111,-0.00111,1010.9,15.2,-15.2,3.25,0.47,-0.25,1104.0,351.23,15.367,5714.0,77.0,-77.0,1.015,0.148,-0.079,4.428,0.063,-0.117,295.81616,51.121738
K00787.02,KOI,CONFIRMED,11.37936986,2.415e-05,-2.415e-05,2.6255,0.073,-0.073,133.84992,0.00183,-0.00183,1023.5,29.7,-29.7,3.95,0.57,-0.31,806.0,99.68,15.367,5714.0,77.0,-77.0,1.015,0.148,-0.079,4.428,0.063,-0.117,295.81616,51.121738
K00788.01,KOI,CONFIRMED,26.39432897,5.724e-05,-5.724e-05,3.573,0.0643,-0.0643,176.05459,0.00176,-0.00176,1510.9,36.3,-36.3,3.07,0.41,-0.22,489.0,13.49,15.234,5129.0,154.0,-154.0,0.763,0.103,-0.055,4.595,0.03,-0.084,289.39972,51.25032
K00116.01,KOI,CONFIRMED,13.57078281,1.585e-05,-1.585e-05,3.3539,0.0489,-0.0489,136.279194,0.000957,-0.000957,511.7,6.3,-6.3,2.64,0.4,-0.27,785.0,89.61,12.882,5854.0,105.0,-117.0,1.012,0.154,-0.103,4.406,0.09,-0.11,300.86398,44.337551
K00115.02,KOI,CONFIRMED,7.12594387,1.406e-05,-1.406e-05,3.0014,0.0384,-0.0384,139.00492,0.00159,-0.00159,192.4,4.4,-4.4,1.79,0.26,-0.23,997.0,233.31,12.791,5779.0,104.0,-115.0,1.087,0.157,-0.142,4.339,0.132,-0.108,287.88733,46.276241
K00774.01,KOI,FALSE POSITIVE,7.442652004,7.02e-07,-7.02e-07,2.3078,0.0129,-0.0129,169.9717797,7.32e-05,-7.32e-05,24446.0,37.8,-37.8,15.03,4.73,-1.58,967.0,206.78,15.27,6108.0,183.0,-201.0,0.956,0.301,-0.1,4.469,0.07,-0.21,288.98682,49.733742
K00775.01,KOI,CONFIRMED,16.38489988,5.219e-05,-5.219e-05,3.0249,0.0798,-0.0798,172.72782,0.00248,-0.00248,1127.1,42.0,-42.0,2.0,0.09,-0.1,433.0,8.35,15.095,4126.0,82.0,-82.0,0.615,0.027,-0.029,4.661,0.022,-0.022,286.73804,49.97575
K00775.02,KOI,CONFIRMED,7.8774163,1.493e-05,-1.493e-05,2.0805,0.0517,-0.0517,176.3759,0.00147,-0.00147,1306.1,37.7,-37.7,2.16,0.09,-0.11,553.0,22.18,15.095,4126.0,82.0,-82.0,0.615,0.027,-0.029,4.661,0.022,-0.022,286.73804,49.97575
K00775.03,KOI,CONFIRMED,36.4454001,0.0001809,-0.0001809,4.007,0.126,-0.126,151.60125,0.00392,-0.00392,1122.3,53.4,-53.4,1.99,0.09,-0.09,332.0,2.88,15.095,4126.0,82.0,-82.0,0.615,0.027,-0.029,4.661,0.022,-0.022,286.73804,49.97575
K00776.01,KOI,CONFIRMED,3.728732147,9.36e-07,-9.36e-07,2.683,0.035,-0.035,171.793255,0.000195,-0.000195,5226.5,18.5,-18.5,6.02,1.22,-0.52,1023.0,258.34,15.523,5497.0,166.0,-149.0,0.809,0.164,-0.07,4.577,0.034,-0.136,290.78574,50.054119
K00777.01,KOI,CANDIDATE,40.4195037,0.0001139,-0.0001139,3.362,0.14,-0.14,173.56469,0.00222,-0.00222,6256.0,230.0,-230.0,7.51,1.12,-0.91,467.0,11.29,15.487,5446.0,179.0,-163.0,0.781,0.116,-0.095,4.507,0.116,-0.105,294.31686,50.080231
K00778.01,KOI,CONFIRMED,2.243380573,2.67e-06,-2.67e-06,1.1196,0.0384,-0.0384,170.679233,0.0009,-0.0009,821.7,25.6,-25.6,1.99,0.1,-0.12,822.0,107.6,15.135,4149.0,82.0,-91.0,0.564,0.03,-0.033,4.698,0.024,-0.027,285.17621,50.149818
K00779.01,KOI,FALSE POSITIVE,10.405998015,2.515e-06,-2.515e-06,6.5036,0.0145,-0.0145,177.197466,0.00019,-0.00019,14489.0,22.4,-22.4,11.23,2.92,-1.95,833.0,113.94,15.562,5746.0,173.0,-173.0,0.924,0.241,-0.16,4.393,0.18,-0.198,289.23553,50.241001
K00780.01,KOI,CONFIRMED,2.337437946,1.951e-06,-1.951e-06,1.9982,0.0271,-0.0271,171.761982,0.000659,-0.000659,971.2,13.7,-13.7,2.34,0.17,-0.09,1070.0,311.16,15.334,5005.0,79.0,-79.0,0.765,0.055,-0.028,4.595,0.012,-0.064,293.83331,50.23035
K00780.02,KOI,CANDIDATE,7.2406612,1.617e-05,-1.617e-05,0.558,0.171,-0.171,137.75545,0.002,-0.002,556.4,44.1,-44.1,19.45,1.4,-0.71,734.0,68.63,15.334,5005.0,79.0,-79.0,0.765,0.055,-0.028,4.595,0.012,-0.064,293.83331,50.23035
K00115.03,KOI,CANDIDATE,3.43591631,4.729e-05,-4.729e-05,3.133,0.407,-0.407,132.6624,0.011,-0.011,23.2,3.4,-3.4,0.55,0.08,-0.07,1272.0,617.61,12.791,5779.0,104.0,-115.0,1.087,0.157,-0.142,4.339,0.132,-0.108,287.88733,46.276241
K00781.01,KOI,CONFIRMED,11.59822233,1.407e-05,-1.407e-05,2.5237,0.052,-0.052,180.395376,0.000923,-0.000923,2804.5,46.3,-46.3,2.65,0.21,-0.29,396.0,5.82,15.937,3688.0,73.0,-91.0,0.473,0.037,-0.051,4.79,0.05,-0.045,296.22195,50.28722
K00782.01,KOI,CONFIRMED,6.575315881,3.726e-06,-3.726e-06,4.3084,0.0306,-0.0306,173.634044,0.000455,-0.000455,2793.3,14.9,-14.9,5.31,1.5,-0.81,1015.0,251.38,15.312,5992.0,162.0,-180.0,0.989,0.28,-0.151,4.415,0.105,-0.195,290.09805,50.321609
K00783.01,KOI,CONFIRMED,7.275040844,4.677e-06,-4.677e-06,7.5377,0.0681,-0.0681,169.994217,0.000507,-0.000507,3001.0,11.5,-11.5,4.86,1.05,-0.37,833.0,113.64,15.08,5485.0,164.0,-180.0,0.867,0.187,-0.067,4.556,0.028,-0.161,295.45529,50.49456
K00784.01,KOI,CONFIRMED,19.27153892,4.145e-05,-4.145e-05,2.7594,0.0551,-0.0551,186.77093,0.00182,-0.00182,1219.8,35.3,-35.3,1.93,0.1,-0.12,393.0,5.66,15.385,4077.0,81.0,-81.0,0.56,0.03,-0.034,4.702,0.027,-0.027,293.97336,50.53191
K00784.02,KOI,CONFIRMED,10.06524317,1.49e-05,-1.49e-05,1.369,0.0393,-0.0393,136.28906,0.00119,-0.00119,1053.3,39.2,-39.2,1.91,0.1,-0.12,488.0,13.43,15.385,4077.0,81.0,-81.0,0.56,0.03,-0.034,4.702,0.027,-0.027,293.97336,50.53191
K00785.01,KOI,CONFIRMED,12.3935651,3.932e-05,-3.932e-05,3.8896,0.0834,-0.0834,178.74725,0.00245,-0.00245,916.6,29.1,-29.1,2.66,0.54,-0.23,677.0,49.68,15.505,5557.0,166.0,-166.0,0.75,0.152,-0.065,4.603,0.034,-0.128,296.02133,50.56778
K00116.02,KOI,CONFIRMED,43.84439721,9.613e-05,-9.613e-05,6.802,0.119,-0.119,151.93538,0.00192,-0.00192,615.2,7.7,-7.7,2.87,0.43,-0.3,531.0,18.77,12.882,5854.0,105.0,-117.0,1.012,0.154,-0.103,4.406,0.09,-0.11,300.86398,44.337551
K00798.01,KOI,FALSE POSITIVE,3.341913228,9.953e-06,-9.953e-06,3.813,0.12,-0.12,171.63943,0.00247,-0.00247,725.3,21.3,-21.3,21.55,3.54,-1.89,1032.0,268.67,15.629,5295.0,175.0,-159.0,0.811,0.133,-0.071,4.551,0.049,-0.105,292.31595,38.27029
K00799.01,KOI,FALSE POSITIVE,1.626630225,1.015e-06,-1.015e-06,2.1145,0.0285,-0.0285,169.820171,0.000487,-0.000487,1620.6,19.0,-19.0,32.43,9.0,-4.83,1547.0,1355.88,15.279,5735.0,155.0,-172.0,0.973,0.27,-0.145,4.41,0.124,-0.186,294.36819,38.31028
K00800.01,KOI,CONFIRMED,2.711504086,3.8e-06,-3.8e-06,3.0099,0.0423,-0.0423,170.03417,0.00111,-0.00111,837.5,14.5,-14.5,3.12,1.02,-0.34,1420.0,960.79,15.541,6214.0,174.0,-239.0,1.076,0.353,-0.118,4.442,0.054,-0.216,291.65353,38.494659
K00800.02,KOI,CONFIRMED,7.21203748,1.553e-05,-1.553e-05,4.0491,0.058,-0.058,172.81782,0.00163,-0.00163,950.4,19.5,-19.5,3.32,1.09,-0.36,1025.0,260.58,15.541,6214.0,174.0,-239.0,1.076,0.353,-0.118,4.442,0.054,-0.216,291.65353,38.494659
K00789.01,KOI,FALSE POSITIVE,14.1798187,0.0001643,-0.0001643,2.505,0.315,-0.315,171.50237,0.0076,-0.0076,459.9,51.9,-51.9,1.88,0.71,-0.14,711.0,60.35,15.727,5799.0,161.0,-168.0,0.878,0.333,-0.065,4.539,0.027,-0.275,291.0448,51.321671
K00790.01,KOI,CONFIRMED,8.47237911,1.56e-05,-1.56e-05,2.7245,0.0484,-0.0484,174.16212,0.00149,-0.00149,1123.5,26.7,-26.7,2.59,0.37,-0.22,751.0,75.44,15.339,5354.0,159.0,-159.0,0.788,0.113,-0.066,4.587,0.032,-0.104,296.36652,51.319519
K00790.02,KOI,CONFIRMED,60.4189369,0.0005043,-0.0005043,5.039,0.184,-0.184,181.16367,0.00625,-0.00625,931.3,49.6,-49.6,2.36,0.34,-0.2,390.0,5.49,15.339,5354.0,159.0,-159.0,0.788,0.113,-0.066,4.587,0.032,-0.104,296.36652,51.319519
K00791.01,KOI,CONFIRMED,12.611904345,6.65e-06,-6.65e-06,5.1497,0.0592,-0.0592,180.892284,0.000413,-0.000413,6105.6,27.6,-27.6,7.4,2.2,-0.73,753.0,76.15,15.14,5795.0,156.0,-173.0,0.919,0.273,-0.091,4.508,0.039,-0.208,289.11221,51.737381
K00792.01,KOI,FALSE POSITIVE,1.433769925,7.41e-07,-7.41e-07,1.8868,0.0232,-0.0232,170.403536,0.000397,-0.000397,1976.3,20.4,-20.4,46.58,8.01,-8.0,1920.0,3209.29,15.122,6017.0,72.0,-90.0,1.339,0.23,-0.23,4.22,0.156,-0.117,290.84369,37.728828
K00793.01,KOI,FALSE POSITIVE,10.31872301,2.846e-05,-2.846e-05,3.836,0.121,-0.121,173.31543,0.00224,-0.00224,871.7,26.4,-26.4,28.59,8.61,-3.69,876.0,139.26,15.065,5927.0,176.0,-193.0,1.06,0.319,-0.137,4.409,0.084,-0.196,291.84891,37.713501
K00794.01,KOI,CONFIRMED,2.539183147,5.073e-06,-5.073e-06,2.4282,0.0559,-0.0559,169.67494,0.0016,-0.0016,382.1,11.4,-11.4,2.06,0.29,-0.28,1332.0,743.09,15.026,5519.0,82.0,-74.0,1.062,0.154,-0.14,4.35,0.126,-0.103,291.43997,37.905659
K00795.01,KOI,CONFIRMED,6.770300385,9.537e-06,-9.537e-06,2.0844,0.0454,-0.0454,170.57662,0.00108,-0.00108,1304.0,29.7,-29.7,2.77,0.46,-0.15,812.0,102.87,15.591,5653.0,166.0,-166.0,0.679,0.112,-0.037,4.656,0.028,-0.112,290.87051,38.273628
K00796.01,KOI,FALSE POSITIVE,0.444291966,9.7e-08,-9.7e-08,2.0792,0.0115,-0.0115,169.865406,0.000169,-0.000169,10967.0,45.9,-45.9,27.51,3.46,-1.73,1836.0,2706.26,15.748,5255.0,156.0,-156.0,0.636,0.08,-0.04,4.678,0.028,-0.083,290.99689,38.28492
K00797.01,KOI,CANDIDATE,10.181584004,6.188e-06,-6.188e-06,3.5089,0.0331,-0.0331,177.141891,0.000483,-0.000483,5741.1,53.2,-53.2,7.73,2.17,-0.72,812.0,102.91,15.657,5988.0,179.0,-197.0,0.836,0.234,-0.078,4.541,0.048,-0.192,291.28195,38.241669
