source_id,source_telescope,disposition,period,period_err_upper,period_err_lower,duration,duration_err_upper,duration_err_lower,transit_midpoint,transit_midpoint_err_upper,transit_midpoint_err_lower,depth,depth_err_upper,depth_err_lower,planet_radius,planet_radius_err_upper,planet_radius_err_lower,equilibrium_temp,insolation_flux,stellar_magnitude,stellar_temp,stellar_temp_err_upper,stellar_temp_err_lower,stellar_radius,stellar_radius_err_upper,stellar_radius_err_lower,stellar_logg,stellar_logg_err_upper,stellar_logg_err_lower,ra,dec
309.01,TESS,CANDIDATE,6.15733,8.1e-06,-8.1e-06,2.7071868,0.0755625,-0.0755625,2459092.738679,0.000872,-0.000872,12845.011488,407.4089,-407.4089,,,,994.4385362,231.117475,12.4154,5329.0,255.4,-255.4,,,,,,,358.039579,-15.80105
3090.01,TESS,CANDIDATE,6.3272169,4.54e-05,-4.54e-05,3.667,0.364,-0.364,2459331.296092,0.003188,-0.003188,8060.0,10.0628,-10.0628,,,,872.0,96.3086,13.0037,4580.9,246.9,-246.9,,,,,,,152.074959,-53.287048
3091.01,TESS,CANDIDATE,2.7499877,3.2e-06,-3.2e-06,3.84,0.084,-0.084,2459331.050205,0.000562,-0.000562,15480.0,1.25302,-1.25302,22.9205,0.904684,-0.904684,2912.0,11946.5,11.9519,10146.0,215.1,-215.1,1.77,0.07,-0.07,4.36,0.06,-0.06,166.624264,-56.05583
3092.01,TESS,CANDIDATE,4.4163989,2.05e-05,-2.05e-05,1.81,0.251,-0.251,2459331.270289,0.002144,-0.002144,7110.0,10.3836,-10.3836,7.89614,0.473348,-0.473348,1017.0,177.763,12.8017,6273.0,129.7,-129.7,0.93,0.04,-0.04,4.59,0.08,-0.08,149.573667,-58.926569
3093.01,TESS,CANDIDATE,4.3653308,1.82e-05,-1.82e-05,3.456,0.309,-0.309,2459325.460586,0.002388,-0.002388,8090.0,5.40783,-5.40783,14.0676,0.694328,-0.694328,1590.0,1061.67,12.9661,7109.0,134.2,-134.2,1.57,0.06,-0.06,4.24,0.09,-0.09,161.701642,-49.048228
3094.01,TESS,CANDIDATE,2.8396238,8.7e-06,-8.7e-06,2.391,0.532,-0.532,2459327.804479,0.001205,-0.001205,10100.0,30.3274,-30.3274,12.199,1.05562,-1.05562,1590.0,1063.3,12.5612,5915.3,190.6,-190.6,1.16,0.07,-0.07,,,,161.433493,-52.538148
3095.01,TESS,CANDIDATE,4.2839945,2.58e-05,-2.58e-05,3.08,0.27,-0.27,2459326.634102,0.003344,-0.003344,9440.0,11.6056,-11.6056,9.77904,,,1278.0,443.121,13.0517,6022.0,122.0,-122.0,1.03,,,4.46,,,149.062666,-60.00347
3096.01,TESS,CANDIDATE,4.4282303,1.08e-05,-1.08e-05,2.577,0.163,-0.163,2459325.615815,0.001376,-0.001376,17180.0,8.97238,-8.97238,,,,,,13.151,,,,,,,,,,197.187667,-28.234466
3097.01,TESS,CANDIDATE,1.3683875,2.9e-06,-2.9e-06,1.357,0.143,-0.143,2460041.53506,0.001041,-0.001041,8410.0,6.43623,-6.43623,8.79209,1.50084,-1.50084,1282.0,449.294,12.99,5000.0,400.2,-400.2,0.89,0.15,-0.15,,,,173.074702,-47.496395
3098.01,TESS,CANDIDATE,4.7323433,8.75e-05,-8.75e-05,4.1038025,0.035819,-0.035819,2460015.103725,0.000561,-0.000561,15681.823373,180.07835,-180.07835,17.3410428,0.7540094,-0.7540094,1346.0993498,775.9423569,11.315,6438.0,128.2,-128.2,1.35252,0.0576381,-0.0576381,4.29,0.08,-0.08,173.137772,-46.315267
3099.01,TESS,CANDIDATE,2.5543095,2.3e-06,-2.3e-06,2.239,0.048,-0.048,2459330.064618,0.000379,-0.000379,18680.0,1.32438,-1.32438,13.5543,0.647144,-0.647144,1354.0,559.574,12.5869,5990.0,128.3,-128.3,0.95,0.04,-0.04,4.53,0.08,-0.08,172.108389,-45.016427
310.01,TESS,CANDIDATE,4.2695675,5.6e-06,-5.6e-06,3.7002918,0.1117502,-0.1117502,2459090.953132,0.000702,-0.000702,8610.3886424,179.87822,-179.87822,12.2342646,0.764702,-0.764702,1278.7062525,631.8356941,12.4191,5798.0,127.0,-127.0,1.3043,0.068593,-0.068593,4.22,0.08,-0.08,351.105814,-36.975998
3100.01,TESS,CANDIDATE,3.2907468,6.3e-06,-6.3e-06,2.309,0.084,-0.084,2459330.083468,0.000774,-0.000774,15760.0,4.01953,-4.01953,14.0568,,,1268.0,430.347,13.1472,6229.0,122.0,-122.0,1.08,,,4.45,,,170.330028,-44.30802
3101.01,TESS,CANDIDATE,4.0467915,3.48e-05,-3.48e-05,3.979,0.464,-0.464,2459301.392172,0.004309,-0.004309,5180.0,6.58573,-6.58573,12.8472,,,1501.0,843.152,13.2285,5933.0,122.0,-122.0,1.79,,,3.96,,,175.816278,-30.073164
3102.01,TESS,CANDIDATE,3.8769776,2.37e-05,-2.37e-05,4.526,0.261,-0.261,2459329.105771,0.002685,-0.002685,2760.0,1.75874,-1.75874,,,,1524.0,897.738,12.7544,5569.2,245.0,-245.0,,,,,,,161.945206,-47.024943
3103.01,TESS,CANDIDATE,4.3437796,2.35e-05,-2.35e-05,2.774,0.263,-0.263,2459303.206061,0.003028,-0.003028,7750.0,9.00589,-9.00589,11.8307,0.701307,-0.701307,1294.0,466.22,12.842,6513.0,134.0,-134.0,1.32,0.06,-0.06,4.32,0.09,-0.09,149.409755,-51.335534
3104.01,TESS,CANDIDATE,10.3069451,0.0019728,-0.0019728,2.599,0.322,-0.322,2458588.299206,0.004554,-0.004554,6340.0,14.8724,-14.8724,,,,561.0,16.5348,12.6304,4445.0,171.5,-171.5,,,,,,,149.263633,-49.750476
3105.01,TESS,CANDIDATE,5.3332571,5.16e-05,-5.16e-05,3.102,1.475,-1.475,2459329.829974,0.005281,-0.005281,2020.0,172.075,-172.075,5.82279,1.62166,-1.62166,1616.0,1133.52,11.6814,6068.0,128.5,-128.5,1.1,0.06,-0.06,4.41,0.08,-0.08,198.803835,-31.368751
3106.01,TESS,CANDIDATE,1.485163,2e-06,-2e-06,1.789,0.085,-0.085,2459331.915405,0.000721,-0.000721,4490.0,1.1062,-1.1062,8.99362,,,,867.237,11.8817,5506.2,,,1.28,,,,,,198.648685,-30.722726
3107.01,TESS,CANDIDATE,4.7343852,1.27e-05,-1.27e-05,4.468,0.147,-0.147,2459330.174264,0.001313,-0.001313,12440.0,3.16301,-3.16301,18.0528,0.993101,-0.993101,1465.0,593.089,12.477,5776.0,129.6,-129.6,1.6,0.08,-0.08,4.05,0.08,-0.08,196.726352,-31.716391
3108.01,TESS,CANDIDATE,6.900352,2.78e-05,-2.78e-05,2.452,0.222,-0.222,2459331.223545,0.002032,-0.002032,10420.0,8.74952,-8.74952,8.86463,,,773.0,59.4485,13.1948,5205.8,87.0,-87.0,0.85,,,4.53,,,196.472218,-31.791555
3109.01,TESS,FALSE POSITIVE,2.8831285,2.6e-06,-2.6e-06,3.53,0.06,-0.06,2459327.889241,0.000335,-0.000335,26290.0,2.73564,-2.73564,28.6734,1.20118,-1.20118,1332.0,523.57,12.483,,,,1.77,0.07,-0.07,,,,164.06056,-52.482296
311.01,TESS,CANDIDATE,0.7962992,4e-07,-4e-07,0.997,0.116,-0.116,2459469.021432,0.000354,-0.000354,23170.0,28.1127,-28.1127,14.8058,1.64619,-1.64619,1137.0,278.056,12.9517,4062.7,135.5,-135.5,0.95,0.1,-0.1,4.61,0.23,-0.23,354.335773,-13.455795
3110.01,TESS,FALSE POSITIVE,0.7428708,1.9e-06,-1.9e-06,1.112,0.239,-0.239,2459331.223979,0.001315,-0.001315,4970.0,11.2526,-11.2526,7.86186,,,1813.0,1797.04,13.0326,5635.9,73.2,-73.2,1.11,,,4.35,,,195.986628,-32.436442
3111.01,TESS,CANDIDATE,4.640636,0.0008758,-0.0008758,2.984,0.264,-0.264,2458591.97575,0.002533,-0.002533,15710.0,13.7449,-13.7449,13.1303,,,898.0,107.987,14.6574,4539.0,122.0,-122.0,1.02,,,4.27,,,194.760859,-35.972917
3112.01,TESS,CANDIDATE,4.2842284,5.5e-06,-5.5e-06,1.497,0.258,-0.258,2459576.21659,0.000822,-0.000822,11830.0,18.6463,-18.6463,14.0459,1.12863,-1.12863,764.0,56.6249,12.5042,4911.0,128.1,-128.1,1.19,0.08,-0.08,4.19,0.09,-0.09,185.727447,-11.599585
3113.01,TESS,CANDIDATE,3.1339232,0.0018819,-0.0018819,4.029,0.464,-0.464,2458591.779066,0.005693,-0.005693,6230.0,12.739,-12.739,,,,1710.0,1420.13,13.2725,5980.5,600.1,-600.1,,,,,,,177.104652,-52.483406
3114.01,TESS,CANDIDATE,4.407111,6.9e-06,-6.9e-06,2.134,0.108,-0.108,2459331.60796,0.000622,-0.000622,9140.0,2.79576,-2.79576,11.7059,0.631301,-0.631301,942.0,131.096,11.6001,5478.0,123.6,-123.6,1.18,0.06,-0.06,4.27,0.08,-0.08,176.36839,-50.888443
3115.01,TESS,CANDIDATE,2.7961137,1.08e-05,-1.08e-05,1.604,0.283,-0.283,2459327.015901,0.002144,-0.002144,5500.0,9.96688,-9.96688,7.7487,0.5143,-0.5143,1262.0,421.749,12.5831,6455.0,133.5,-133.5,1.06,0.05,-0.05,4.51,0.09,-0.09,174.699184,-52.400336
3116.01,TESS,CANDIDATE,1.6484941,7.92e-05,-7.92e-05,2.0820857,0.2250432,-0.2250432,2460014.721588,0.001492,-0.001492,3523.4673819,142.36305,-142.36305,9.6099784,1.4874625,-1.4874625,2042.283116,4111.3532155,12.4173,6316.0,134.2,-134.2,1.5764199,0.0917839,-0.0917839,4.14,0.09,-0.09,165.951263,-48.526307
3117.01,TESS,CANDIDATE,3.2689953,8.2e-06,-8.2e-06,2.931,0.116,-0.116,2459332.173033,0.001226,-0.001226,15890.0,6.73673,-6.73673,17.1329,,,1275.0,439.803,13.4259,5552.0,123.0,-123.0,1.32,,,4.19,,,189.667798,-45.416556
3118.01,TESS,CANDIDATE,3.8098324,0.0009063,-0.0009063,3.881,0.353,-0.353,2458594.480161,0.003285,-0.003285,3250.0,2.83471,-2.83471,10.3911,0.708867,-0.708867,1389.0,618.962,11.4553,5406.0,129.2,-129.2,1.78,0.11,-0.11,3.91,0.09,-0.09,201.376867,-28.413642
3119.01,TESS,CANDIDATE,8.907516,5.25e-05,-5.25e-05,3.522,0.62,-0.62,2459289.297783,0.003451,-0.003451,8610.0,16.5712,-16.5712,14.3733,,,1085.0,230.828,13.0462,6407.0,122.0,-122.0,1.49,,,4.2,,,174.759354,-32.190584
312.01,TESS,CANDIDATE,3.541231,7.6e-06,-7.6e-06,2.4849489,0.1246738,-0.1246738,2459090.600097,0.001253,-0.001253,5029.7368715,266.67444,-266.67444,10.6621914,0.6944767,-0.6944767,1341.7384775,765.9360296,12.2607,5755.0,126.7,-126.7,1.28259,0.0676131,-0.0676131,4.23,0.08,-0.08,14.523332,-37.942558
3120.01,TESS,CANDIDATE,7.0235956,0.0030712,-0.0030712,4.739,0.39,-0.39,2458588.106211,0.003694,-0.003694,5630.0,7.68691,-7.68691,,,,1298.0,471.691,13.0772,6276.0,365.9,-365.9,,,,,,,184.037125,-45.426342
3121.01,TESS,CANDIDATE,5.5167527,1.99e-05,-1.99e-05,4.288,0.348,-0.348,2459304.265389,0.001614,-0.001614,13410.0,9.03821,-9.03821,21.0821,,,1391.0,622.985,13.1194,6296.0,68.9,-68.9,1.81,,,4.01,,,174.752258,-29.842071
3122.01,TESS,FALSE POSITIVE,6.1836286,1.55e-05,-1.55e-05,2.573,0.153,-0.153,2459356.522533,0.001144,-0.001144,9990.0,5.52842,-5.52842,13.3233,0.744972,-0.744972,1042.0,195.93,12.123,6504.0,127.9,-127.9,1.29,0.06,-0.06,4.34,0.09,-0.09,226.954057,-28.156608
3123.01,TESS,CANDIDATE,1.8703411,2.8e-06,-2.8e-06,2.134,0.181,-0.181,2459359.165583,0.000729,-0.000729,9570.0,18.1327,-18.1327,18.6634,1.1612,-1.1612,2123.0,3374.5,11.099,6368.0,130.6,-130.6,1.7,0.08,-0.08,4.08,0.09,-0.09,211.217739,-29.947758
3124.01,TESS,CANDIDATE,2.2545904,3.8e-06,-3.8e-06,0.977,0.188,-0.188,2459388.230262,0.000792,-0.000792,5980.0,12.0961,-12.0961,11.3495,0.752098,-0.752098,1050.0,202.365,12.6177,5567.0,127.2,-127.2,1.25,0.06,-0.06,4.23,0.08,-0.08,178.147139,-77.417249
3125.01,TESS,CANDIDATE,6.7565519,4.17e-05,-4.17e-05,3.442,0.731,-0.731,2459358.443291,0.003955,-0.003955,5200.0,10.7147,-10.7147,12.7591,0.882925,-0.882925,1177.0,319.273,12.8296,5972.0,126.1,-126.1,1.64,0.08,-0.08,4.05,0.08,-0.08,223.71844,-29.152093
3126.01,TESS,CANDIDATE,1.8246123,2.3e-06,-2.3e-06,1.835,0.091,-0.091,2459386.793853,0.000539,-0.000539,16080.0,5.59718,-5.59718,18.0134,,,1387.0,615.616,13.2585,5655.0,122.0,-122.0,1.39,,,4.15,,,177.840549,-76.87837
3127.01,TESS,CANDIDATE,3.606557,3.1e-06,-3.1e-06,1.878,0.231,-0.231,2459357.945764,0.00042,-0.00042,9930.0,2.99205,-2.99205,13.2514,0.697727,-0.697727,1169.0,310.789,11.342,5775.3,121.6,-121.6,1.26,0.06,-0.06,4.25,0.08,-0.08,219.336233,-24.958522
3128.01,TESS,CANDIDATE,2.3155132,7.2e-06,-7.2e-06,0.649,0.18,-0.18,2459386.588498,0.001884,-0.001884,1520.0,11.3132,-11.3132,7.00521,0.627981,-0.627981,894.0,106.203,11.9346,6011.0,119.6,-119.6,1.45,0.07,-0.07,4.16,0.08,-0.08,157.261362,-75.214992
3129.01,TESS,CANDIDATE,2.3348152,5.6e-06,-5.6e-06,1.861,0.101,-0.101,2459358.079233,0.000808,-0.000808,5310.0,2.10261,-2.10261,11.4665,0.651789,-0.651789,1330.0,520.71,10.9198,5949.1,101.6,-101.6,1.51,0.08,-0.08,4.12,0.08,-0.08,218.918812,-26.179337
313.01,TESS,FALSE POSITIVE,3.2615,0.00086,-0.00086,2.233,0.211,-0.211,2458354.54332,0.00351,-0.00351,1652.28,2.86135,-2.86135,5.07097,0.314799,-0.314799,1248.0,403.299,11.3018,5963.0,143.3,-143.3,1.13,0.05,-0.05,3.41,0.25,-0.25,350.779775,-19.41965
3130.01,TESS,CANDIDATE,0.4415174,3.19e-05,-3.19e-05,1.7224979,0.2028155,-0.2028155,2460041.173091,0.002034,-0.002034,3910.4523542,264.57095,-264.57095,31.5083507,65.82646,-65.82646,2533.7768634,9740.7964109,13.5606,5117.0,123.0,-123.0,2.9223199,,,,,,150.7847,-72.267792
3131.01,TESS,CANDIDATE,2.6274574,6.1e-06,-6.1e-06,2.31,0.374,-0.374,2459357.047021,0.000995,-0.000995,21660.0,21.233,-21.233,18.5088,,,1538.0,930.543,13.1643,6148.0,122.0,-122.0,1.23,,,4.33,,,218.820321,-25.055977
3132.01,TESS,CANDIDATE,2.2664085,5.5e-06,-5.5e-06,2.63,0.165,-0.165,2459385.110624,0.001067,-0.001067,10240.0,4.73339,-4.73339,13.4164,,,1640.0,1201.76,13.1311,6107.0,122.0,-122.0,1.27,,,4.29,,,214.426637,-70.36436
3133.01,TESS,CANDIDATE,4.0902788,1.64e-05,-1.64e-05,3.584,0.202,-0.202,2459388.723127,0.001793,-0.001793,5060.0,1.90245,-1.90245,13.9755,0.721667,-0.721667,1445.0,724.371,11.938,6130.0,126.0,-126.0,1.95,0.09,-0.09,3.92,0.08,-0.08,213.370342,-68.010933
3134.01,TESS,CANDIDATE,2.2308431,0.0002863,-0.0002863,2.969,0.314,-0.314,2458649.589138,0.004469,-0.004469,10950.0,17.1075,-17.1075,22.6165,,,1840.0,1903.91,13.3397,6386.0,122.0,-122.0,2.14,,,3.88,,,212.675539,-66.457671
3135.01,TESS,CANDIDATE,3.7065603,2.1e-06,-2.1e-06,1.98,0.129,-0.129,2459357.945093,0.000322,-0.000322,15010.0,1.69865,-1.69865,12.9758,0.649825,-0.649825,1114.0,256.023,11.0994,5632.0,127.6,-127.6,1.03,0.05,-0.05,4.41,0.08,-0.08,207.859228,-69.772563
3136.01,TESS,CANDIDATE,2.6841894,1.8e-06,-1.8e-06,2.836,0.033,-0.033,2459388.272114,0.000291,-0.000291,29670.0,1.67119,-1.67119,21.16,1.06129,-1.06129,1442.0,719.556,12.7666,5914.0,133.1,-133.1,1.17,0.06,-0.06,4.33,0.08,-0.08,205.332577,-79.40995
3137.01,TESS,CANDIDATE,1.8823821,2.1e-06,-2.1e-06,3.1478726,0.0463802,-0.0463802,2460069.638625,0.000774,-0.000774,21038.6119972,370.02493,-370.02493,,,,1629.6872159,1667.0093536,11.528,,,,,,,,,,207.680537,-77.302536
3138.01,TESS,CANDIDATE,2.8740048,0.0003641,-0.0003641,1.592,0.226,-0.226,2458623.063561,0.001794,-0.001794,25890.0,52.3073,-52.3073,12.2262,,,773.0,59.3788,13.5117,4270.3,164.5,-164.5,0.74,,,4.57,0.23,-0.23,215.522835,-30.512524
3139.01,TESS,CANDIDATE,3.9628496,1.5e-05,-1.5e-05,2.844,0.2,-0.2,2459354.840766,0.001814,-0.001814,4480.0,2.5935,-2.5935,9.64171,,,,589.616,11.9118,5449.0,459.6,-459.6,1.43,,,4.24,2.01,-2.01,229.740751,-28.410491
314.01,TESS,CANDIDATE,10.18108,0.00011,-0.00011,3.674,0.646,-0.646,2458355.59503,0.00519,-0.00519,1190.0,3.58558,-3.58558,2.66019,0.238474,-0.238474,765.0,57.0026,11.1741,4822.0,121.8,-121.8,0.78,0.05,-0.05,4.55,0.09,-0.09,354.668284,-32.860745
3140.01,TESS,CANDIDATE,3.0932735,7.5e-06,-7.5e-06,2.937,0.134,-0.134,2459386.579249,0.001267,-0.001267,10900.0,4.57875,-4.57875,,,,,,13.0885,,,,,,,,,,203.170833,-72.926273
3141.01,TESS,CANDIDATE,4.4338805,1.02e-05,-1.02e-05,3.93,0.117,-0.117,2459382.058438,0.001261,-0.001261,9180.0,1.67435,-1.67435,13.6095,0.666345,-0.666345,1564.0,995.704,12.4712,6695.0,137.5,-137.5,1.37,0.06,-0.06,4.32,0.09,-0.09,200.21869,-73.774851
3142.01,TESS,CANDIDATE,1.1536561,4.5e-06,-4.5e-06,2.51,0.176,-0.176,2459360.085141,0.00225,-0.00225,40190.0,1418.13,-1418.13,,,,,,13.229,,,,,,,,,,217.301861,-62.053831
3143.01,TESS,CANDIDATE,2.9902369,1.7e-05,-1.7e-05,3.042,0.26,-0.26,2459354.834136,0.002398,-0.002398,6460.0,8.1855,-8.1855,140.194,11.2139,-11.2139,940.0,129.684,12.048,,,,17.34,1.21,-1.21,,,,216.568723,-63.050473
3144.01,TESS,CANDIDATE,3.7724947,9.6e-06,-9.6e-06,2.199,0.18,-0.18,2459383.264338,0.001367,-0.001367,9180.0,5.67217,-5.67217,13.5487,,,1264.0,424.722,13.1885,6623.0,122.0,-122.0,1.33,,,4.33,,,192.621574,-75.651848
3145.01,TESS,CANDIDATE,3.5505931,4.9e-06,-4.9e-06,2.713,0.128,-0.128,2459382.328839,0.000794,-0.000794,15700.0,7.1404,-7.1404,17.9407,1.30568,-1.30568,1253.0,409.306,12.1258,4803.0,126.6,-126.6,1.34,0.09,-0.09,4.07,0.09,-0.09,190.950263,-76.69611
3146.01,TESS,FALSE POSITIVE,3.5506084,9.95e-05,-9.95e-05,2.706,0.11,-0.11,2458650.905593,0.000743,-0.000743,16040.0,4.32989,-4.32989,14.4767,0.931503,-0.931503,1084.0,230.045,12.2077,5083.0,126.2,-126.2,1.13,0.07,-0.07,4.26,0.08,-0.08,190.946764,-76.696666
3147.01,TESS,CANDIDATE,1.5256634,1.8e-06,-1.8e-06,1.925,0.269,-0.269,2459386.392509,0.000665,-0.000665,16180.0,19.6407,-19.6407,,,,1610.0,1117.11,13.0237,5230.5,107.6,-107.6,,,,,,,183.820158,-75.568053
3148.01,TESS,CANDIDATE,4.2814436,9.8e-06,-9.8e-06,0.868,0.075,-0.075,2459387.985248,0.000943,-0.000943,4910.0,6.50904,-6.50904,10.6824,0.476426,-0.476426,578.0,18.5873,11.681,5097.8,68.8,-68.8,1.36,0.04,-0.04,,,,146.086848,-79.545167
3149.01,TESS,CANDIDATE,1.1542402,5.8e-06,-5.8e-06,3.377,0.453,-0.453,2459359.710881,0.00261,-0.00261,15460.0,138.225,-138.225,,,,2035.0,2852.28,13.4841,4136.6,763.4,-763.4,,,,,,,223.977871,-61.063084
315.01,TESS,FALSE POSITIVE,3.55562,1e-05,-1e-05,1.838,0.38,-0.38,2459109.39216,0.00204,-0.00204,2610.0,205.948,-205.948,11.1675,2.19728,-2.19728,1428.0,691.805,12.4245,5671.0,127.5,-127.5,1.34,0.07,-0.07,4.19,0.08,-0.08,12.076269,-32.119461
3150.01,TESS,CANDIDATE,5.3430663,3.82e-05,-3.82e-05,5.101,0.572,-0.572,2459357.83131,0.00389,-0.00389,7220.0,99.916,-99.916,21.0355,2.6142,-2.6142,2509.0,6581.64,12.0697,7822.0,171.3,-171.3,2.15,0.11,-0.11,4.04,0.08,-0.08,222.683091,-57.761231
3151.01,TESS,CANDIDATE,1.7257597,3e-06,-3e-06,1.375,0.071,-0.071,2459358.412233,0.00083,-0.00083,13880.0,11.3546,-11.3546,15.2188,0.76039,-0.76039,1577.0,1028.24,12.6499,7235.0,134.5,-134.5,1.27,0.05,-0.05,4.44,0.09,-0.09,225.524773,-55.288205
3152.01,TESS,CANDIDATE,0.7815064,3.3e-06,-3.3e-06,1.353,0.22,-0.22,2459359.018335,0.002234,-0.002234,8410.0,16.4094,-16.4094,11.9775,,,2571.0,7256.54,13.3551,7691.0,122.0,-122.0,1.37,,,4.42,,,168.613521,-61.55911
3153.01,TESS,FALSE POSITIVE,1.1216021,7.8e-05,-7.8e-05,1.6434889,0.1277004,-0.1277004,2460014.80544,0.001434,-0.001434,3599.1066292,204.03659,-204.03659,,,,1754.2674951,2238.2277057,11.2789,3294.0,38.9,-38.9,,,,,,,165.732079,-60.196871
3154.01,TESS,CANDIDATE,4.0333818,0.0004968,-0.0004968,4.414595,0.2304195,-0.2304195,2460014.877238,0.00365,-0.00365,13745.2980794,689.44214,-689.44214,13.1197,2.20064,-2.20064,1477.4524649,1126.0951019,12.802,6347.3,464.8,-464.8,1.73,0.25,-0.25,,,,162.663087,-60.847019
3155.01,TESS,CANDIDATE,4.6492201,9.3e-06,-9.3e-06,1.143,0.087,-0.087,2459355.282092,0.000679,-0.000679,7880.0,6.22606,-6.22606,8.96002,0.602164,-0.602164,630.0,26.3101,11.6104,5110.0,128.4,-128.4,0.93,0.06,-0.06,4.44,0.09,-0.09,203.531487,-59.575607
3156.01,TESS,CANDIDATE,0.7463239,1e-06,-1e-06,1.49,0.102,-0.102,2459359.101067,0.000658,-0.000658,24240.0,756.467,-756.467,19.7419,,,2094.0,3197.59,13.2294,5132.0,122.0,-122.0,1.04,,,4.34,,,202.922779,-58.998117
3157.01,TESS,CANDIDATE,2.8823183,0.0002083,-0.0002083,3.6626984,0.1117668,-0.1117668,2460043.13808,0.002083,-0.002083,66566.1005931,2279.89,-2279.89,,,,1280.7413915,635.8677275,13.6244,5068.9,153.2,-153.2,,,,,,,201.47318,-59.18126
3158.01,TESS,CANDIDATE,6.8561604,8.36e-05,-8.36e-05,4.32,0.658,-0.658,2459329.466826,0.007389,-0.007389,5540.0,11.2562,-11.2562,14.3692,1.01411,-1.01411,1290.0,461.072,12.534,6282.0,131.1,-131.1,2.01,0.1,-0.1,3.92,0.08,-0.08,171.015386,-57.543638
3159.01,TESS,CANDIDATE,1.4753526,1.51e-05,-1.51e-05,3.29,0.487,-0.487,2460068.914155,0.008573,-0.008573,870.0,1.8016,-1.8016,5.30533,0.379254,-0.379254,2235.0,4142.31,11.2925,5732.0,128.6,-128.6,1.81,0.09,-0.09,3.93,0.08,-0.08,200.464421,-62.542122
316.01,TESS,CANDIDATE,13.32379,,,2.561,,,2458365.98759,9e-05,-9e-05,95718.1,0.751665,-0.751665,28.7396,1.39025,-1.39025,526.0,12.7172,13.1186,4312.0,103.3,-103.3,0.84,0.04,-0.04,4.59,0.22,-0.22,354.759157,-9.882022
3160.01,TESS,CANDIDATE,3.9712794,6.4e-06,-6.4e-06,2.606,0.093,-0.093,2459355.823345,0.000867,-0.000867,8670.0,2.38632,-2.38632,15.3233,1.18815,-1.18815,1240.0,393.511,11.9333,6200.0,124.7,-124.7,1.62,0.12,-0.12,4.09,0.1,-0.1,224.565856,-27.68255
3161.01,TESS,CANDIDATE,1.4010338,2.4e-06,-2.4e-06,2.22,0.068,-0.068,2460041.774002,0.000833,-0.000833,13310.0,3.5032,-3.5032,18.1441,1.12056,-1.12056,2158.0,3603.2,12.9306,7014.0,147.2,-147.2,1.52,0.09,-0.09,4.26,0.09,-0.09,201.760571,-53.448129
3162.01,TESS,CANDIDATE,1.5755252,0.0001569,-0.0001569,3.5874714,0.2104989,-0.2104989,2460041.729716,0.003264,-0.003264,3712.6009177,174.17589,-174.17589,21.7284649,20.719416,-20.719416,2503.3852387,9281.7902501,11.6387,6560.0,135.4,-135.4,2.1970401,0.10154,-0.10154,3.89,0.09,-0.09,190.402872,-65.797305
3163.01,TESS,CANDIDATE,3.0749168,4e-06,-4e-06,2.67,0.07,-0.07,2459357.894877,0.000524,-0.000524,8540.0,1.1826,-1.1826,15.2762,0.724993,-0.724993,1560.0,984.71,11.8232,6782.0,136.6,-136.6,1.6,0.07,-0.07,4.2,0.09,-0.09,191.088792,-55.013313
3164.01,TESS,FALSE POSITIVE,1.7765395,0.0001501,-0.0001501,1.258,0.244,-0.244,2458623.343394,0.001043,-0.001043,14020.0,50.1134,-50.1134,16.6,1.40129,-1.40129,1537.0,926.709,12.5348,6394.0,131.0,-131.0,1.28,0.08,-0.08,4.33,0.1,-0.1,202.818012,-48.69895
3165.01,TESS,CANDIDATE,2.5433707,0.0001232,-0.0001232,3.2214112,0.0781615,-0.0781615,2460041.975735,0.001523,-0.001523,55256.7333661,1778.0828,-1778.0828,29.0069132,0.6634166,-0.6634166,1555.9541912,1385.186432,13.6313,6748.0,125.0,-125.0,1.12503,,,4.49,,,191.643659,-59.564831
3166.01,TESS,CANDIDATE,1.87502,4.4e-06,-4.4e-06,2.664,0.088,-0.088,2459358.687433,0.000893,-0.000893,21260.0,5.34219,-5.34219,,,,1799.0,1741.2,12.9852,6263.0,827.7,-827.7,,,,,,,190.745817,-59.795682
3167.01,TESS,CANDIDATE,3.0959309,1e-05,-1e-05,2.545,0.128,-0.128,2459355.198773,0.001783,-0.001783,14080.0,8.23554,-8.23554,17.8437,0.901653,-0.901653,1531.0,914.4,12.5526,6918.0,134.0,-134.0,1.47,0.06,-0.06,4.28,0.08,-0.08,219.168773,-57.009862
3168.01,TESS,CANDIDATE,5.1745185,1.05e-05,-1.05e-05,2.441,0.109,-0.109,2459354.56787,0.000956,-0.000956,10490.0,3.71184,-3.71184,13.926,0.874896,-0.874896,904.0,111.237,11.7627,5340.0,136.0,-136.0,1.36,0.08,-0.08,4.14,0.08,-0.08,214.225596,-55.013245
3169.01,TESS,CANDIDATE,4.4814049,1.2e-05,-1.2e-05,1.689,0.298,-0.298,2459325.552168,0.001598,-0.001598,10170.0,18.6375,-18.6375,13.8048,0.951002,-0.951002,986.0,156.928,12.6738,6232.0,133.5,-133.5,1.37,0.07,-0.07,4.25,0.08,-0.08,188.458725,-50.597457
